income,credit_score,loan_amount,employment_length_years,loan_status,loan_to_income
55902.93,542,10000.0,22,0,0.178878300684764
66014.43,688,5000.0,28,0,0.07573986869433405
23061.57,707,15000.0,29,1,0.6504045299374701
15473.96,573,25000.0,21,1,1.6155130610999964
89393.23,802,10000.0,10,0,0.11186404312672082
29923.28,619,5000.0,25,1,0.16708839778267012
31241.42,803,20000.0,22,1,0.6401552760637621
80572.81,586,5000.0,2,0,0.06205490344815518
50702.88,447,10000.0,5,0,0.19722356553384082
47740.37,690,15000.0,6,1,0.31419291067684063
97148.71499999998,675,25000.0,38,0,0.25733477447669306
24683.47,653,20000.0,21,1,0.8102260247029812
63367.35,586,5000.0,32,0,0.07890374295685465
37579.27,647,10000.0,39,0,0.26609707700343826
42665.9,599,10000.0,2,0,0.23437371826872822
90860.54,620,25000.0,29,0,0.2751439167771095
49251.81,734,20000.0,23,0,0.40606820199700283
50160.22,668,5000.0,2,1,0.09967859633398071
69113.43,711,5000.0,1,1,0.07234379275066004
29173.86,627,5000.0,39,1,0.17138042821799315
21948.94,616,25000.0,18,1,1.1389552773264984
19401.67,535,25000.0,23,1,1.2884824614344315
11161.06,613,20000.0,19,1,1.7917839538579796
97148.71499999998,318,5000.0,30,0,0.05146695489533861
18733.62,591,5000.0,30,0,0.2668855840150481
31800.83,642,20000.0,36,1,0.628894626504198
30758.2,706,20000.0,28,1,0.6502119691019272
43671.2,623,20000.0,3,1,0.45795723595330673
59245.34,685,10000.0,9,0,0.1687867976317187
60857.12,432,20000.0,35,0,0.3286332210064984
25595.03,644,15000.0,34,0,0.5860283801823954
32850.66,482,25000.0,20,1,0.760996552381219
43025.49,529,20000.0,0,1,0.464829922217685
31281.6,631,10000.0,11,0,0.319666523882286
95264.01,778,15000.0,23,0,0.15745550228777597
48756.07,687,10000.0,1,0,0.20509846059248432
56439.62,652,10000.0,19,0,0.17717735914311358
54053.46,648,10000.0,15,0,0.18499861066043394
73429.74,579,10000.0,33,1,0.13618274853283516
40482.01,596,5000.0,12,0,0.12350860274470697
16678.92,693,25000.0,17,1,1.4988081477609008
46157.41,511,5000.0,28,0,0.10832262203139145
24567.65,709,15000.0,13,1,0.610534156333376
26445.2,611,5000.0,29,0,0.18906307900567945
51627.95,733,15000.0,34,0,0.29053467095495844
76341.34,746,20000.0,8,1,0.2619778225294116
36781.97,483,15000.0,36,1,0.4077974127700944
43708.58,592,5000.0,38,0,0.11439139886496277
97148.71499999998,564,5000.0,11,0,0.05146695489533861
41959.15,469,15000.0,20,1,0.3574820395065318
97148.71499999998,547,5000.0,17,0,0.05146695489533861
50985.97,850,15000.0,10,1,0.2941928104376471
12626.36,711,10000.0,26,1,0.7919311716780071
57068.35,842,25000.0,23,1,0.438063513952761
45647.09,733,15000.0,33,1,0.3286008242623076
78735.68,576,10000.0,19,0,0.12700560907571923
54388.54,612,10000.0,12,1,0.18385888168938366
33420.56,709,10000.0,7,1,0.29920805611706935
17420.82,694,10000.0,36,1,0.5739928434572278
32035.05,592,15000.0,4,1,0.46822251806948734
21800.49,499,5000.0,6,0,0.22934212294664263
25634.28,850,10000.0,11,1,0.39008741078700915
51696.59,636,20000.0,3,1,0.3868652291141618
97148.71499999998,617,10000.0,39,0,0.10293390979067722
46018.69,661,5000.0,18,0,0.10864914561571362
17720.37,626,5000.0,0,0,0.2821452291781053
47418.21,662,25000.0,12,1,0.527212494683062
74457.14,779,25000.0,24,1,0.3357591258658892
25188.18,638,10000.0,33,1,0.39699585298131973
33509.68,534,10000.0,34,1,0.2984123270551359
36636.96,634,25000.0,16,1,0.6823524017166894
22675.97,604,10000.0,25,0,0.44097602104690353
53581.99,792,20000.0,20,0,0.37325278040661786
33773.48,767,15000.0,11,1,0.4441223077305705
46710.28,661,25000.0,15,0,0.5352026319980956
21322.21,522,25000.0,19,1,1.1724313553165777
27931.91,527,5000.0,9,1,0.17900032613859423
56018.03,652,10000.0,22,0,0.1785107667876434
29036.24,684,25000.0,29,1,0.860963369796854
97148.71499999998,613,25000.0,7,1,0.25733477447669306
28573.02,602,20000.0,4,1,0.6999365157580207
41556.57,591,10000.0,11,1,0.24063004646325567
63548.23,648,15000.0,13,0,0.23603747834552832
15505.97,412,20000.0,11,1,1.2897426125155333
12626.02,540,15000.0,23,1,1.187928743282263
14539.24,587,5000.0,16,1,0.3438732785703675
77462.6,771,25000.0,0,1,0.32273222519996486
26078.99,569,20000.0,36,1,0.7668714596899768
97148.71499999998,668,15000.0,10,1,0.15440086468601583
25885.84,673,10000.0,5,0,0.38629666656880485
40567.83,780,5000.0,14,0,0.1232473305244445
91607.28,776,5000.0,39,0,0.05458021916796167
97148.71499999998,644,25000.0,22,1,0.25733477447669306
97148.71499999998,602,25000.0,22,0,0.25733477447669306
74983.23,584,15000.0,37,0,0.20004206217760723
67133.44,626,15000.0,37,0,0.22343226516822065
51819.21,607,5000.0,11,0,0.0964874515174678
57931.51,705,15000.0,6,1,0.2589219766241787
26089.51,692,25000.0,36,1,0.9582028101405454
22227.39,709,5000.0,15,0,0.22493756857784122
36242.05,776,5000.0,37,0,0.13795748426249999
32790.34,836,10000.0,39,0,0.30495856527973547
27668.87,662,10000.0,34,0,0.3614039386524042
55151.13,760,15000.0,39,0,0.271974989905195
64420.24,615,15000.0,28,0,0.2328424600333679
38293.83,769,25000.0,38,0,0.6528296378388414
88125.57,756,25000.0,16,0,0.28368288928072427
18306.04,751,10000.0,25,0,0.5462379499908232
32331.73,659,5000.0,19,1,0.1546420608467024
23621.36,583,20000.0,24,1,0.8466554569484166
11849.94,511,20000.0,37,1,1.6876298420209703
34557.9,646,15000.0,38,0,0.43404159275902876
33757.28,803,20000.0,36,1,0.5924472455350214
90045.45,619,20000.0,18,0,0.2221075900271471
53023.32,729,10000.0,20,0,0.1885927061393715
19643.23,734,5000.0,31,1,0.2545276653755327
97148.71499999998,622,25000.0,27,1,0.25733477447669306
75555.31,782,10000.0,38,0,0.13235161960662187
51495.96,359,25000.0,11,1,0.48546554981109563
31701.19,528,10000.0,14,0,0.3154356213245836
20421.36,558,10000.0,27,1,0.48965937335352033
29047.16,568,20000.0,20,1,0.6885117680431394
69790.22,684,25000.0,15,0,0.3582112477758664
97148.71499999998,679,10000.0,22,0,0.10293390979067722
91669.6,689,20000.0,25,0,0.21817245660004406
27083.78,710,15000.0,14,1,0.5538165715209797
18550.08,555,25000.0,36,1,1.3476304344544898
39518.8,528,10000.0,11,1,0.25303771780221557
12568.34,690,15000.0,3,1,1.1933800820090792
44086.14,587,20000.0,34,1,0.4536470272283482
33237.65,493,10000.0,30,0,0.3008545774271819
27457.05,747,20000.0,26,1,0.7283838437179625
13949.21,790,20000.0,31,1,1.4336701741407478
49422.45,806,20000.0,32,0,0.4046662060216355
26380.48,669,25000.0,12,1,0.9476344769133498
17998.61,713,15000.0,36,1,0.833351389280101
6481.08,787,15000.0,1,1,2.3140720262631747
35720.89,586,5000.0,37,1,0.1399701975455386
97148.71499999998,761,10000.0,36,0,0.10293390979067722
97148.71499999998,678,20000.0,4,0,0.20586781958135444
27604.73,741,10000.0,17,1,0.36224363565100437
25302.86,669,15000.0,16,1,0.5927949332631464
48110.92,780,15000.0,1,1,0.3117730491736767
19949.69,672,20000.0,34,1,1.0024715937143027
43524.32,502,25000.0,13,1,0.5743783158860176
57506.21,795,20000.0,11,0,0.34778247805796875
75823.23,555,20000.0,32,1,0.26376792748175615
34197.49,775,5000.0,6,0,0.14620528567196975
32138.04,641,25000.0,38,1,0.7778701541800875
21444.22,768,10000.0,8,1,0.46630437925094725
22111.91,763,25000.0,4,1,1.1305612875012832
31701.29,693,20000.0,3,1,0.6308692526628202
45270.88,701,20000.0,31,0,0.4417753360364094
62827.66,692,20000.0,4,0,0.3183260632965911
22428.61,449,20000.0,7,1,0.8916784553989124
88930.74,662,20000.0,12,1,0.2248915853889736
30863.39,538,25000.0,3,1,0.8099949488714988
35852.9,667,20000.0,10,1,0.5578193725089878
23194.56,536,15000.0,14,1,0.6466754844461612
8479.92,532,15000.0,17,1,1.7686760398635997
61723.95,810,5000.0,19,0,0.08100452086230933
56506.24,757,10000.0,0,1,0.17696847342039712
30675.01,650,15000.0,0,1,0.4889814548893419
37804.92,668,5000.0,10,0,0.13225441941367913
49491.86,625,25000.0,28,1,0.5051233652692529
14220.96,707,10000.0,28,1,0.7031379641062132
26438.28,582,20000.0,23,1,0.7564502512927735
58486.94,749,20000.0,19,1,0.3419508363604531
17110.14,625,25000.0,29,1,1.4610364943539706
43309.82,608,10000.0,37,0,0.23088918658201346
16091.57,652,15000.0,4,1,0.9321071774116875
48043.3,591,10000.0,9,1,0.20814123631731546
35547.14,683,5000.0,5,1,0.1406543352197893
13779.27,596,25000.0,3,1,1.8141879658381148
73045.92,697,15000.0,3,0,0.20534746708006307
23370.86,772,10000.0,6,1,0.4278649623949484
22333.62,578,10000.0,32,1,0.44773539912476684
40959.6,637,15000.0,8,1,0.3662055731605494
72343.61,696,5000.0,25,0,0.06911364924076582
19742.06,606,5000.0,20,1,0.2532535483354657
37684.64,696,10000.0,21,0,0.2653530628642634
46971.2,706,20000.0,32,0,0.4257837614589055
55042.64,758,15000.0,32,0,0.2725110475978696
40370.92,589,5000.0,4,1,0.12384845704638274
29137.56,556,5000.0,20,0,0.17159392914406202
22102.5,619,5000.0,26,0,0.22620851901282601
38241.87,553,25000.0,0,1,0.6537166274393109
19086.12,706,20000.0,15,1,1.0478270163335275
6292.98,534,5000.0,34,1,0.7944098964407259
47189.93,850,20000.0,35,1,0.42381025336860284
62464.95,780,10000.0,31,0,0.1600872155150126
8797.66,651,10000.0,28,1,1.1365366999065767
19814.35,737,25000.0,38,1,1.2616481666990491
52653.74,486,20000.0,22,1,0.37983285075569645
97148.71499999998,850,15000.0,14,0,0.15440086468601583
36771.42,591,25000.0,25,1,0.6798573496114751
23463.43,638,5000.0,36,0,0.21308849181505793
32541.2,464,10000.0,24,1,0.30729329916231846
82861.5,699,10000.0,1,0,0.12068185246643535
24647.27,539,15000.0,11,1,0.6085619802119986
22482.33,660,25000.0,18,1,1.1119349313469133
27183.19,596,20000.0,31,1,0.735721755917686
20496.37,542,10000.0,22,1,0.48786746787514695
39089.23,570,5000.0,4,1,0.12790919879468604
96259.9,673,15000.0,24,0,0.15582650899794206
44083.8,522,15000.0,34,1,0.3402533299459224
31212.94,575,15000.0,28,0,0.48055452147341865
30482.66,716,5000.0,37,0,0.16402229915961536
14215.46,850,15000.0,19,1,1.0551149864312213
61689.31,698,20000.0,35,0,0.3242000242825818
34658.48,558,20000.0,6,1,0.5770427023140566
32588.41,613,25000.0,21,1,0.7671203621053587
97148.71499999998,653,25000.0,17,1,0.25733477447669306
43445.03,615,20000.0,20,1,0.46034125557617117
23130.92,740,5000.0,21,0,0.2161515343300513
28118.57,672,25000.0,38,0,0.8890605368432021
72335.29,741,15000.0,11,1,0.20736479573392555
38869.39,619,20000.0,10,1,0.5145304690794201
15321.82,783,10000.0,11,1,0.6526213843143756
63040.8,633,5000.0,25,1,0.07931245617986796
24321.44,553,5000.0,29,0,0.20557148049291107
97148.71499999998,850,20000.0,14,0,0.20586781958135444
69426.84,468,10000.0,7,1,0.144034439210553
27767.09,576,5000.0,17,0,0.1800627987016752
78324.04,587,25000.0,9,1,0.31918272879273346
37824.54,850,10000.0,7,1,0.26437163884507664
60576.61,831,15000.0,37,0,0.24761623972949742
48573.81,799,25000.0,34,1,0.5146700522348929
21855.02,617,10000.0,19,1,0.4575398448573894
24683.0,850,20000.0,11,1,0.8102414519526819
67371.44,687,5000.0,2,1,0.0742143226518143
29706.91,748,25000.0,19,0,0.8415267179683795
28504.32,668,20000.0,11,1,0.7016234162605437
20474.31,645,10000.0,23,1,0.4883930939262946
46824.39,625,15000.0,15,1,0.32033902974433315
97148.71499999998,629,5000.0,9,1,0.05146695489533861
19138.94,711,5000.0,18,1,0.2612338387685646
36847.08,687,25000.0,13,1,0.678461401516714
84739.09,647,20000.0,13,1,0.236015798425515
34620.98,801,10000.0,21,0,0.28883385641144727
47639.76,353,10000.0,3,1,0.20990429203900188
19198.05,701,20000.0,33,1,1.0417182100155997
46956.84,722,5000.0,17,1,0.10647849219640428
32458.36,765,20000.0,33,0,0.616155093630928
65607.02,644,10000.0,17,0,0.15242039006816543
74045.25,671,20000.0,39,1,0.2701014568597329
97148.71499999998,749,5000.0,30,0,0.05146695489533861
51419.87,799,25000.0,19,1,0.4861839171527047
44155.72,620,5000.0,35,1,0.11323304810683402
40807.88,677,15000.0,9,1,0.36756705893423197
29380.9,818,15000.0,2,0,0.510518380363421
44493.14,438,20000.0,20,1,0.44949739448835285
30417.07,581,5000.0,35,0,0.16437597783159813
40178.07,797,5000.0,9,0,0.12444290024632228
80062.15,759,10000.0,6,0,0.12490140595267611
19852.29,702,25000.0,21,1,1.2592371339964308
71964.42,605,5000.0,22,0,0.06947781309412215
80038.98,562,20000.0,11,0,0.24987512490632807
33831.88,591,10000.0,38,0,0.29557046281605354
10166.84,805,10000.0,12,1,0.9834930526050764
25217.84,587,20000.0,39,0,0.7930578884675108
79078.53,660,20000.0,12,0,0.2529099502741101
35820.63,575,5000.0,32,0,0.13958047135208532
19938.72,734,5000.0,30,0,0.2507557779146347
26826.22,596,10000.0,27,0,0.3727557309329852
60136.49,640,10000.0,18,0,0.1662856231611928
50414.8,482,25000.0,20,0,0.4958762927494952
31465.3,489,10000.0,31,1,0.317800313351109
29141.12,651,20000.0,25,0,0.6862918689511951
28708.4,517,20000.0,12,1,0.6966359450214912
20880.14,850,25000.0,28,1,1.1972526404209731
95724.1,444,15000.0,6,0,0.15669871329463222
29929.73,570,15000.0,25,1,0.50115717190994
75379.84,652,20000.0,5,1,0.26531941007821086
90471.45,613,15000.0,31,0,0.16579632805345718
66104.13,540,15000.0,35,0,0.22691128509996122
28029.92,554,25000.0,22,1,0.8918722610602864
46269.49,551,10000.0,10,1,0.2161204690073522
35792.11,621,10000.0,20,0,0.27938337853290757
21115.84,845,15000.0,18,0,0.7103335536945868
44117.67,658,5000.0,33,0,0.11333070557204014
17900.36,768,25000.0,34,1,1.3965419387130362
74058.28,701,15000.0,30,0,0.2025404513789494
27480.44,761,5000.0,28,0,0.1819409754365128
40974.11,370,5000.0,5,1,0.12202529779663801
43043.77,620,25000.0,35,1,0.5807906512219719
31090.48,781,10000.0,30,0,0.32163152091827085
51638.16,593,20000.0,31,0,0.3873029692969444
27311.35,826,5000.0,39,0,0.18306736696036777
61253.63,798,20000.0,19,1,0.32650593106186426
16194.26,603,20000.0,21,0,1.2349292323803385
39176.32,600,25000.0,2,1,0.6381243025301373
97148.71499999998,549,10000.0,7,0,0.10293390979067722
19926.41,587,25000.0,18,1,1.254553401571002
24181.74,527,5000.0,30,0,0.2067590355766137
49431.58,693,10000.0,31,0,0.20229573289518774
40447.05,504,15000.0,14,1,0.3708460605641063
44818.58,710,10000.0,38,0,0.22311677173235447
48703.8,713,25000.0,30,0,0.5132964307419392
53147.85,484,25000.0,2,1,0.47037706366177257
70673.07,805,20000.0,31,0,0.2829892207990851
46438.83,701,15000.0,9,1,0.3229985984014153
31421.43,725,10000.0,27,0,0.3182440059537089
54368.72,574,15000.0,26,1,0.2758888587250403
97148.71499999998,712,20000.0,39,0,0.20586781958135444
33537.51,763,15000.0,30,0,0.4472470601705323
20237.29,640,15000.0,33,1,0.7411693379233126
70562.1,850,10000.0,4,0,0.14171712977462725
33784.97,654,15000.0,10,0,0.44397126973119316
9861.55,764,20000.0,6,1,2.0278731159791334
60382.4,679,5000.0,7,0,0.08280421440329627
26338.92,709,5000.0,16,0,0.1898259372086172
34395.47,483,25000.0,38,1,0.7268187694841941
44319.86,687,5000.0,13,1,0.1128136954021199
40712.88,577,10000.0,23,0,0.24561648263442346
55585.14,565,25000.0,29,1,0.4497524023074817
27964.98,824,5000.0,14,0,0.17878865678942774
49407.79,629,5000.0,3,0,0.10119656846484198
31078.51,550,25000.0,12,1,0.8043884861762621
56572.95,614,10000.0,4,1,0.1767597984584778
52534.24,520,25000.0,30,1,0.47587105341100566
20717.56,793,10000.0,11,0,0.4826590264960499
69674.47,580,10000.0,29,0,0.1435225338271848
26328.89,703,20000.0,9,1,0.7595929948814826
58972.98,786,5000.0,29,0,0.08478315351956914
45268.76,600,5000.0,25,1,0.11044900613566318
97148.71499999998,703,15000.0,5,0,0.15440086468601583
31758.65,547,25000.0,26,1,0.7871623270407576
29448.84,850,20000.0,19,1,0.6791208373288276
35894.82,744,5000.0,27,0,0.13929198441489846
30275.44,631,15000.0,19,1,0.4954347340704522
58686.51,573,20000.0,11,1,0.3407880143492201
13769.53,639,10000.0,20,1,0.7261884618820045
19298.65,616,5000.0,29,1,0.25907205571085484
19135.84,845,25000.0,9,1,1.306380781780064
64227.36,527,20000.0,4,1,0.3113889253905907
97148.71499999998,663,15000.0,36,0,0.15440086468601583
34109.47,648,25000.0,7,1,0.7329127977421594
32817.16,638,10000.0,29,1,0.3047093438510873
37874.42,639,25000.0,16,1,0.6600586871379909
72920.64,638,15000.0,2,1,0.20570025578141138
20818.31,737,10000.0,20,1,0.48032331522994753
41899.17,711,15000.0,15,0,0.3579937742496033
65193.73,692,5000.0,31,0,0.07669331554866474
49052.99,347,15000.0,26,0,0.30578552325712954
40690.46,680,25000.0,5,1,0.6143795282843132
66212.71,484,5000.0,15,0,0.07551306217398178
7172.87,715,5000.0,2,1,0.6969738788129699
54541.94,797,20000.0,39,1,0.3666835707792796
24527.61,557,25000.0,19,1,1.019217966285085
12107.98,624,25000.0,39,1,2.064583474413204
49351.41,590,10000.0,6,1,0.20262435005706914
82800.98,774,15000.0,10,1,0.18115508832035176
33440.76,660,15000.0,28,0,0.44854098588112584
64326.36,823,25000.0,2,0,0.38863712112544335
95546.37,691,15000.0,20,0,0.15699019240404002
79933.37,674,25000.0,31,0,0.3127565776774121
97146.82,657,5000.0,29,0,0.05146795882810339
56685.66,732,15000.0,38,0,0.26461252082941555
37996.91,476,15000.0,10,1,0.39475855382572356
13888.56,659,25000.0,16,1,1.7999130282024773
31330.98,643,25000.0,24,1,0.7979068032087343
21895.84,723,10000.0,24,1,0.4566869009409577
97148.71499999998,631,15000.0,8,1,0.15440086468601583
32678.36,546,20000.0,28,1,0.6120070894901246
39101.76,651,25000.0,14,1,0.6393410593011849
50558.75,542,20000.0,18,0,0.3955715762043918
37278.11,457,5000.0,14,1,0.1341233736535019
97148.71499999998,723,5000.0,38,1,0.05146695489533861
24994.48,708,20000.0,34,1,0.800144666155641
40813.35,697,5000.0,39,0,0.12250593234977404
23260.63,780,20000.0,12,1,0.8597849763752583
16448.45,583,10000.0,15,1,0.6079230612573673
25158.18,507,10000.0,2,1,0.39746923389395045
35517.4,643,5000.0,30,0,0.14077210685165997
28068.93,615,20000.0,0,1,0.7125062299763484
23969.74,566,20000.0,34,0,0.8343505457069743
15618.47,642,20000.0,15,1,1.2804531779887538
34549.1,589,5000.0,0,1,0.14471738142581353
14723.02,466,20000.0,13,1,1.3583246966521372
57298.72,606,25000.0,6,0,0.43630230653832164
38156.98,536,20000.0,22,1,0.5241367598599297
15145.66,673,25000.0,34,1,1.6505288954792674
30166.12,584,10000.0,28,1,0.3314867312491216
23125.85,761,25000.0,21,1,1.0809946015129601
43980.64,810,10000.0,15,0,0.22736760157192865
81167.51,718,5000.0,28,0,0.061600243739844435
11788.7,495,10000.0,5,1,0.8481980033419001
38910.35,801,10000.0,17,1,0.25699442450596033
32988.7,808,20000.0,28,0,0.6062498294922355
54328.49,652,15000.0,24,1,0.27609314941112095
41271.11,782,10000.0,1,1,0.2422943726405071
23128.44,595,25000.0,31,1,1.0808735533588363
29988.45,463,5000.0,35,0,0.1667252983966028
22525.08,574,25000.0,31,1,1.1098247009688325
69258.72,823,5000.0,19,0,0.07219203311823957
36782.85,501,25000.0,36,1,0.6796460946855754
97148.71499999998,650,10000.0,37,0,0.10293390979067722
35017.51,653,15000.0,32,0,0.4283448953139354
23740.93,599,10000.0,4,0,0.4211957494609747
14643.79,606,20000.0,5,1,1.3656733896491515
12309.37,657,25000.0,21,1,2.0308081722970144
14037.93,594,15000.0,20,1,1.0684574964046405
42628.4,508,25000.0,18,1,0.5864497271835869
49278.1,672,20000.0,14,0,0.40585156790606974
14062.76,757,20000.0,33,1,1.4220948025279156
62132.41,737,20000.0,6,0,0.3218880148377499
27178.01,569,10000.0,16,0,0.36793098792045775
39659.1,525,10000.0,4,1,0.25214258158703584
95543.07,622,15000.0,38,0,0.1569956146938266
62199.58,807,20000.0,1,0,0.32154041007334655
30911.44,715,10000.0,26,1,0.3234943601993243
21274.93,720,5000.0,23,0,0.23500735338008727
9985.71,739,5000.0,27,1,0.500665384295729
23588.34,692,10000.0,0,1,0.4239202962015894
31994.58,662,15000.0,20,1,0.4688147550380396
20084.27,716,25000.0,27,1,1.2446932503272299
33565.22,595,20000.0,2,1,0.595837124347037
38029.26,509,10000.0,29,0,0.2629485046907384
31732.17,722,15000.0,0,1,0.47269150860125225
24587.62,774,25000.0,17,1,1.0167305037858978
40182.74,538,15000.0,32,0,0.3732853139105519
47342.53,732,25000.0,14,1,0.528055259081864
18878.15,818,5000.0,23,0,0.2648424319950845
84673.62,650,25000.0,35,0,0.29524785585102126
34229.64,568,5000.0,33,0,0.14606796717794351
36728.55,662,20000.0,25,0,0.5445206924669646
55543.88,595,10000.0,39,0,0.18003459544786127
41769.83,588,5000.0,21,1,0.11970075768185597
64336.47,693,15000.0,15,1,0.23314563037682395
43142.96,490,25000.0,39,1,0.5794553861073485
25148.1,506,15000.0,15,1,0.5964428150510357
45111.93,652,5000.0,4,0,0.11083296961647138
18283.68,648,15000.0,5,1,0.820358901550369
38759.68,684,25000.0,23,1,0.6449835245408492
35598.61,838,10000.0,29,0,0.2809019537011782
32052.48,660,15000.0,36,0,0.4679679086326976
33620.04,710,20000.0,31,0,0.5948655960672246
11741.57,552,25000.0,18,1,2.12900583092117
26128.06,727,25000.0,27,1,0.9567891076066265
38395.94,597,20000.0,7,1,0.5208748405471894
39971.17,657,5000.0,0,0,0.12508702930063592
19602.16,639,20000.0,3,1,1.0202436749993369
77607.92,753,5000.0,21,0,0.06442558406946006
21596.68,519,10000.0,21,1,0.4630126939560175
64969.57,422,5000.0,29,0,0.07695792110181579
46925.5,629,10000.0,26,1,0.21309920833644103
24643.38,697,10000.0,26,1,0.4057720259142246
97148.71499999998,665,20000.0,12,0,0.20586781958135444
17744.27,773,10000.0,38,0,0.5635304506496661
63037.97,694,5000.0,26,0,0.07931601674329387
66194.28,594,15000.0,38,0,0.2266022592547384
24285.33,417,25000.0,37,1,1.0293856667516252
83740.6,626,25000.0,7,0,0.29853740554276487
31256.17,753,5000.0,11,1,0.1599632980209021
43183.6,611,15000.0,23,0,0.3473460446548075
42454.71,653,10000.0,17,0,0.23553957759745392
33503.82,692,5000.0,14,1,0.14923225971666165
59070.38,548,10000.0,15,0,0.16928671718859456
58459.72,712,20000.0,32,0,0.34211005269863254
12719.36,814,15000.0,9,1,1.1792119090969122
79427.83,633,25000.0,23,1,0.3147471768122481
13393.23,537,5000.0,18,0,0.3732950681002193
67476.03,643,25000.0,26,1,0.3704964489397355
71397.85,428,10000.0,30,0,0.14005827824957964
18871.73,684,10000.0,20,0,0.529865048670754
28382.03,695,20000.0,15,1,0.7046464031500513
18705.58,818,10000.0,22,1,0.5345712578140953
31921.89,631,10000.0,13,1,0.3132548462874132
30187.39,691,25000.0,22,1,0.8281329345486792
57976.69,564,25000.0,17,0,0.43120034620213393
79712.78,614,5000.0,35,0,0.06272441226598463
83902.47,497,5000.0,11,0,0.059592290998214975
25918.16,631,10000.0,36,0,0.38581497239879686
32031.24,619,15000.0,10,1,0.46827820970372347
13225.96,680,5000.0,4,0,0.37801581013324304
22392.42,588,10000.0,20,1,0.4465597483546506
64790.29,658,25000.0,31,1,0.3858543331981814
95736.0,617,20000.0,28,0,0.2089056477641873
17316.08,617,25000.0,6,1,1.4436614024997285
25451.28,658,25000.0,35,1,0.982230275637389
35744.67,654,20000.0,39,0,0.5595083264630374
42963.09,726,25000.0,26,1,0.5818812873727804
22342.32,638,5000.0,5,0,0.22378053037775944
46837.37,615,25000.0,37,0,0.533750427267217
27328.8,632,20000.0,3,0,0.7318019158574157
36001.96,579,10000.0,34,0,0.2777549401493655
50401.21,614,10000.0,9,1,0.19840399855482527
36455.71,850,10000.0,37,1,0.2742979275968676
27949.89,559,20000.0,29,1,0.7155407216013515
34004.02,622,20000.0,8,1,0.5881484557280072
34440.28,611,5000.0,15,1,0.145174627656115
29085.45,625,20000.0,3,1,0.6876053970147612
31092.51,617,10000.0,25,0,0.32161052258172207
94768.12,678,20000.0,28,1,0.21103920770816487
50845.74,479,15000.0,27,0,0.2950041634920941
30415.63,754,25000.0,10,1,0.8219187990254015
55169.89,713,5000.0,27,0,0.09062750301834899
29723.95,526,10000.0,31,1,0.33641772315849144
73414.36,423,10000.0,23,0,0.13621127785793055
45332.76,552,15000.0,38,0,0.33087923878363495
34051.14,626,5000.0,6,1,0.14683364980879324
47506.9,850,25000.0,17,1,0.526228269403615
14150.06,704,5000.0,2,0,0.35333042189065694
18470.67,469,5000.0,19,1,0.27068478377970157
17741.2,581,10000.0,33,1,0.5636279604558623
39567.6,645,20000.0,29,1,0.5054512921862285
97148.71499999998,675,25000.0,8,1,0.25733477447669306
97148.71499999998,519,5000.0,9,1,0.05146695489533861
53254.13,637,15000.0,5,0,0.28166300598646554
49045.65,578,10000.0,16,1,0.20388752340883629
12324.76,540,20000.0,14,1,1.622617996780726
26223.09,676,20000.0,32,1,0.7626575412149669
22636.74,727,10000.0,12,1,0.4417402090491365
25021.52,734,5000.0,21,0,0.1998200021420704
32830.52,707,10000.0,15,0,0.3045853496883483
27357.49,600,20000.0,33,1,0.7310344978834723
11074.72,721,20000.0,2,1,1.8057516802519387
56882.68,681,15000.0,7,1,0.26369601966680073
19079.2,663,15000.0,19,1,0.7861552813911804
41921.25,589,20000.0,23,1,0.47707363035142436
97148.71499999998,600,15000.0,17,1,0.15440086468601583
20918.08,657,15000.0,22,1,0.7170487421052932
7957.16,850,15000.0,0,1,1.8848578063270907
30589.05,680,20000.0,1,1,0.6538073654668757
70303.42,589,5000.0,4,0,0.07111928382312235
97148.71499999998,567,5000.0,17,0,0.05146695489533861
17366.01,601,25000.0,15,1,1.4395108887482648
48923.81,850,15000.0,9,0,0.30659291267559347
27469.01,610,5000.0,28,0,0.18201667928042256
34078.81,741,25000.0,34,1,0.7335721648682901
97148.71499999998,612,10000.0,24,0,0.10293390979067722
14738.49,676,15000.0,23,1,1.0176742885947885
42287.37,729,5000.0,12,0,0.11823581755456641
48079.73,593,5000.0,20,1,0.10399176551603938
69666.29,586,5000.0,38,0,0.07176969277834692
38514.49,816,25000.0,33,1,0.6490894962001003
43688.07,748,10000.0,18,0,0.22889020068406127
28710.29,729,15000.0,27,0,0.5224425652765863
42679.59,729,5000.0,26,0,0.11714927089808272
29557.26,696,20000.0,25,1,0.6766298151515009
52730.17,850,15000.0,10,0,0.2844617329750127
29092.45,654,20000.0,34,1,0.6874399564163067
45536.08,708,25000.0,19,1,0.5490031420547826
35683.45,505,5000.0,11,0,0.14011705378673345
71369.8,568,15000.0,27,0,0.21016998548425966
35212.76,530,15000.0,1,0,0.4259698481502685
12533.75,777,5000.0,0,1,0.39889108278984425
77431.81,395,10000.0,8,0,0.1291442219389946
21090.13,610,25000.0,21,1,1.1853324122510267
24532.16,351,5000.0,39,1,0.20380578775828306
25402.51,567,15000.0,26,0,0.5904695847148682
82839.71,601,10000.0,8,1,0.12071359600853251
10082.89,788,15000.0,6,0,1.4875211847808734
97148.71499999998,690,20000.0,35,0,0.20586781958135444
68434.62,567,15000.0,37,0,0.21918410324915594
